BALANCE,BALANCE_FREQUENCY,PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,Cluster
-1.148577285114539,0.818182,-0.5212149645860485,-5.199337582605575,0.166667,0.0,-1.5672403198518798,-1.3342228713184678,-0.988641963509007,0.0,0
1.0282731558020373,0.909091,-5.199337582605575,1.9311936632224591,0.0,0.25,0.7931097943177668,1.307333499154406,0.872012849423455,0.222222,1
0.8027145608920485,1.0,0.4143071133988107,-5.199337582605575,1.0,0.0,0.9112169202101056,-0.3076580884964276,0.4749462112762272,0.0,0
-0.0683908360499318,1.0,-0.7318958882074795,-5.199337582605575,0.083333,0.0,-1.1320133677366218,-0.2355553031589899,-0.1631590847320174,0.0,0
0.5573117162839045,1.0,0.7809302498492698,-5.199337582605575,0.666667,0.0,-0.5943528487989145,0.3777435592301125,1.51814070100863,0.0,0
-0.1821657196869107,1.0,2.1242863513454067,-5.199337582605575,1.0,0.0,1.8879734505582864,1.6690366656887077,-0.3510419898849176,1.0,0
0.5638665041509042,1.0,0.0789308069894128,-5.199337582605575,1.0,0.0,-0.4079073848847488,-0.2347519492276937,0.3567138093335552,0.0,0
0.0738468760682559,1.0,0.4852597543534822,-5.199337582605575,0.333333,0.0,0.7931097943177668,-0.2220255502390581,-3.3754048717570304e-05,0.0,0
-0.6662507634067123,0.545455,0.7517244851248494,-5.199337582605575,0.166667,0.0,1.5257845415037583,0.2077491620080953,-1.328339994384638,0.0,0
0.2786415834729527,1.0,0.5251137898014665,-5.199337582605575,1.0,0.0,-1.1320133677366218,0.1467393417232211,1.456863537006617,0.0,0
-0.1809951947958322,0.818182,0.860309909323657,-5.199337582605575,0.25,0.0,-0.4862168769308339,-0.1999352261562487,-0.8348109314329895,0.0,0
0.41226093749127,1.0,1.4579242364228089,-5.199337582605575,1.0,0.0,-0.0841131327269538,-0.3268320467839252,0.2989934907209811,0.25,0
0.0052494451762286,1.0,1.125953211909212,-5.199337582605575,0.75,0.0,0.9112169202101056,0.5253985121745106,-0.1463595896412896,0.083333,0
0.9016573112867374,1.0,-5.199337582605575,0.3201514774796345,0.0,0.083333,-0.0841131327269538,-0.0897522152588428,0.8114996846977621,0.0,1
1.8180088377609416,1.0,0.9135130698366004,1.0527007267313562,0.5,0.166667,1.012800257311913,0.6912261571259684,1.4357685906702389,0.0,2
0.6647781315769817,0.875,-5.199337582605575,1.1929359171624854,0.0,0.25,-0.0841131327269538,-0.7303148477634541,0.1149287395607327,0.0,1
-1.1458036120867552,0.454545,0.184032118039057,-5.199337582605575,0.416667,0.0,-0.3076098954791481,-1.1404011959340528,-1.6482225324123037,0.25,0
0.6351586541216621,1.0,0.1701122430136422,-5.199337582605575,0.666667,0.0,1.8247814448810988,0.5616159163806509,0.5988109750603893,0.0,0
1.115913878770919,1.0,0.026963000495105,-5.199337582605575,1.0,0.0,0.1707349043078088,0.1209608428750685,2.485362037793489,0.0,0
0.6476952078196762,1.0,-0.3437086521138467,-5.199337582605575,0.666667,0.0,-0.4862168769308339,-1.2479593765051078,2.568406648405085,0.0,0
